Date,Close,Ticker
2024-11-18,55.11000061035156,ARKK
2024-11-18,20.032119750976562,BITO
2024-11-18,71.18477630615234,BND
2024-11-18,431.0939636230469,DIA
2024-11-18,76.50752258300781,EFA
2024-11-18,87.8245849609375,EMB
2024-11-18,36.59042739868164,GDX
2024-11-18,241.08999633789062,GLD
2024-11-18,77.12193298339844,HYG
2024-11-18,53.158870697021484,IEMG
2024-11-18,227.74124145507812,IWM
2024-11-18,57.06935501098633,JEPI
2024-11-18,106.06962585449219,LQD
2024-11-18,498.4716491699219,QQQ
2024-11-18,28.26886558532715,SCHD
2024-11-18,107.99348449707031,SHV
2024-11-18,28.3799991607666,SLV
2024-11-18,240.4741668701172,SMH
2024-11-18,213.33055114746094,SOXX
2024-11-18,584.4190673828125,SPY
2024-11-18,88.33741760253906,TLT
2024-11-18,72.06999969482422,USO
2024-11-18,48.407527923583984,VEA
2024-11-18,537.1425170898438,VOO
2024-11-18,289.5368347167969,VTI
2024-11-18,44.382240295410156,VWO
2024-11-18,59.599853515625,VXUS
2024-11-18,91.95169830322266,XBI
2024-11-18,95.55802917480469,XLC
2024-11-18,94.45472717285156,XLE
2024-11-18,49.6273307800293,XLF
2024-11-18,137.80116271972656,XLI
2024-11-18,228.67315673828125,XLK
2024-11-18,42.625823974609375,XLRE
2024-11-18,140.7556610107422,XLV
2024-11-18,214.41236877441406,XLY
2024-11-19,55.91999816894531,ARKK
2024-11-19,20.25948143005371,BITO
2024-11-19,71.31230926513672,BND
2024-11-19,429.7535400390625,DIA
2024-11-19,76.40885925292969,EFA
2024-11-19,88.24195861816406,EMB
2024-11-19,37.44044876098633,GDX
2024-11-19,243.25,GLD
2024-11-19,77.23853302001953,HYG
2024-11-19,53.188236236572266,IEMG
2024-11-19,229.43243408203125,IWM
2024-11-19,57.050148010253906,JEPI
2024-11-19,106.29456329345703,LQD
2024-11-19,501.9010009765625,QQQ
2024-11-19,28.121580123901367,SCHD
2024-11-19,108.0130615234375,SHV
2024-11-19,28.5,SLV
2024-11-19,243.10250854492188,SMH
2024-11-19,213.73939514160156,SOXX
2024-11-19,586.555419921875,SPY
2024-11-19,88.7877197265625,TLT
2024-11-19,72.30999755859375,USO
2024-11-19,48.34868240356445,VEA
2024-11-19,539.0994873046875,VOO
2024-11-19,290.86785888671875,VTI
2024-11-19,44.450523376464844,VWO
2024-11-19,59.61945343017578,VXUS
2024-11-19,93.16159057617188,XBI
2024-11-19,96.1845474243164,XLC
2024-11-19,93.85448455810547,XLE
2024-11-19,49.29991912841797,XLF
2024-11-19,137.68214416503906,XLI
2024-11-19,230.5467987060547,XLK
2024-11-19,42.80277633666992,XLRE
2024-11-19,140.03175354003906,XLV
2024-11-19,214.57162475585938,XLY
2024-11-20,55.279998779296875,ARKK
2024-11-20,20.64112663269043,BITO
2024-11-20,71.23382568359375,BND
2024-11-20,431.1932373046875,DIA
2024-11-20,76.2016830444336,EFA
2024-11-20,88.25165557861328,EMB
2024-11-20,37.28230667114258,GDX
2024-11-20,244.6199951171875,GLD
2024-11-20,77.2190933227539,HYG
2024-11-20,53.1295051574707,IEMG
2024-11-20,229.73086547851562,IWM
2024-11-20,57.11736297607422,JEPI
2024-11-20,106.04027557373047,LQD
2024-11-20,501.6119079589844,QQQ
2024-11-20,28.1903133392334,SCHD
2024-11-20,108.03264617919922,SHV
2024-11-20,28.100000381469727,SLV
2024-11-20,241.46974182128906,SMH
2024-11-20,212.10406494140625,SOXX
2024-11-20,586.7542114257812,SPY
2024-11-20,88.50384521484375,TLT
2024-11-20,72.0199966430664,USO
2024-11-20,48.21138381958008,VEA
2024-11-20,539.298095703125,VOO
2024-11-20,291.0367431640625,VTI
2024-11-20,44.44076919555664,VWO
2024-11-20,59.472415924072266,VXUS
2024-11-20,94.00151824951172,XBI
2024-11-20,96.80110931396484,XLC
2024-11-20,94.79913330078125,XLE
2024-11-20,49.151100158691406,XLF
2024-11-20,137.8309326171875,XLI
2024-11-20,230.34747314453125,XLK
2024-11-20,42.73396301269531,XLRE
2024-11-20,141.68783569335938,XLV
2024-11-20,213.6260223388672,XLY
2024-11-21,54.77000045776367,ARKK
2024-11-21,21.46124839782715,BITO
2024-11-21,71.194580078125,BND
2024-11-21,435.8398742675781,DIA
2024-11-21,76.22142028808594,EFA
2024-11-21,88.29049682617188,EMB
2024-11-21,37.69742965698242,GDX
2024-11-21,246.66000366210938,GLD
2024-11-21,77.24823760986328,HYG
2024-11-21,53.002262115478516,IEMG
2024-11-21,233.22265625,IWM
2024-11-21,57.53028106689453,JEPI
2024-11-21,105.91314697265625,LQD
2024-11-21,503.4162902832031,QQQ
2024-11-21,28.455425262451172,SCHD
2024-11-21,108.03264617919922,SHV
2024-11-21,28.040000915527344,SLV
2024-11-21,245.01405334472656,SMH
2024-11-21,215.46444702148438,SOXX
2024-11-21,589.904052734375,SPY
2024-11-21,88.4353256225586,TLT
2024-11-21,73.19999694824219,USO
2024-11-21,48.329071044921875,VEA
2024-11-21,542.0199584960938,VOO
2024-11-21,293.0729675292969,VTI
2024-11-21,44.284698486328125,VWO
2024-11-21,59.501827239990234,VXUS
2024-11-21,94.29149627685547,XBI
2024-11-21,96.552490234375,XLC
2024-11-21,95.56666564941406,XLE
2024-11-21,49.776153564453125,XLF
2024-11-21,139.5569305419922,XLI
2024-11-21,232.68951416015625,XLK
2024-11-21,43.01905059814453,XLRE
2024-11-21,142.82821655273438,XLV
2024-11-21,214.0042724609375,XLY
2024-11-22,56.209999084472656,ARKK
2024-11-22,21.67237091064453,BITO
2024-11-22,71.22400665283203,BND
2024-11-22,439.9999694824219,DIA
2024-11-22,76.51737976074219,EFA
2024-11-22,88.18372344970703,EMB
2024-11-22,37.83580780029297,GDX
2024-11-22,249.83999633789062,GLD
2024-11-22,77.22880554199219,HYG
2024-11-22,53.06098937988281,IEMG
2024-11-22,237.5301513671875,IWM
2024-11-22,57.77035140991211,JEPI
2024-11-22,106.01094818115234,LQD
2024-11-22,504.22381591796875,QQQ
2024-11-22,28.818727493286133,SCHD
2024-11-22,108.07178497314453,SHV
2024-11-22,28.469999313354492,SLV
2024-11-22,243.5405731201172,SMH
2024-11-22,215.55418395996094,SOXX
2024-11-22,591.7323608398438,SPY
2024-11-22,88.48426055908203,TLT
2024-11-22,74.25,USO
2024-11-22,48.544822692871094,VEA
2024-11-22,543.8377685546875,VOO
2024-11-22,294.5232238769531,VTI
2024-11-22,44.29445266723633,VWO
2024-11-22,59.707679748535156,VXUS
2024-11-22,96.23131561279297,XBI
2024-11-22,96.34365844726562,XLC
2024-11-22,95.7142562866211,XLE
